column_name,human_readable,data_file,data_file_desc,component,sas_label,description,target,var_type,valid_range_min,valid_range_max,sentinel_values,value_labels,hard_edit_notes,parse_notes
MCQ050,"[During the past 12 months], {have you/has SP} had to visit an emergency room or urgent care center because of asthma (az-ma)?",MCQ_L,Medical Conditions,Questionnaire,Emergency care visit for asthma/past yr,"[During the past 12 months], {have you/has SP} had to visit an emergency room or urgent care center because of asthma (az-ma)?","Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
MCQ053,"During the past 3 months, {have you/has SP} been on treatment for anemia (a-nee-me-a), sometimes called ""tired blood"" or ""low blood""?  [Include diet, iron pills, iron shots, transfusions as treatment.]",MCQ_L,Medical Conditions,Questionnaire,Taking treatment for anemia/past 3 mos,"During the past 3 months, {have you/has SP} been on treatment for anemia (a-nee-me-a), sometimes called ""tired blood"" or ""low blood""?  [Include diet, iron pills, iron shots, transfusions as treatment.]","Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
MCQ080E,Has a doctor or health professional ever told you that {SP} was overweight?,ECQ_L,Early Childhood,Questionnaire,Your child was overweight,Has a doctor or health professional ever told you that {SP} was overweight?,"Both males and females 2 YEARS -
			15 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
MCQ149,Have {SP's} periods or menstrual (men-stral) cycles started yet?,MCQ_L,Medical Conditions,Questionnaire,Menstrual periods started yet?,Have {SP's} periods or menstrual (men-stral) cycles started yet?,"Females only 8 YEARS -
			11 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
MCQ195,Which type of arthritis was it?,MCQ_L,Medical Conditions,Questionnaire,Which type of arthritis was it?,Which type of arthritis was it?,"Both males and females 20 YEARS -
			150 YEARS",categorical,1.0,4.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Osteoarthritis or degenerative arthritis"", ""2"": ""Rheumatoid arthritis"", ""3"": ""Psoriatic arthritis"", ""4"": ""Other""}",,"Reclassified from ordinal to categorical: contains an ""Other"" catch-all code that breaks meaningful numeric ordering."
MCQ220,{Have you/Has SP} ever been told by a doctor or other health professional that {you/s/he} had cancer or a malignancy (ma-lig-nan-see) of any kind?,MCQ_L,Medical Conditions,Questionnaire,Ever told you had cancer or malignancy,{Have you/Has SP} ever been told by a doctor or other health professional that {you/s/he} had cancer or a malignancy (ma-lig-nan-see) of any kind?,"Both males and females 20 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
MCQ500,Has a doctor or other health professional ever told {you/SP} that {you/s/he} ever had any kind of liver condition?,MCQ_L,Medical Conditions,Questionnaire,Ever told you had any liver condition,Has a doctor or other health professional ever told {you/SP} that {you/s/he} ever had any kind of liver condition?,"Both males and females 12 YEARS -
			19 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}","INTERVIEWER: INCLUDE VIRAL HEPATITIS (INCLUDING HEPATITIS A, HEPATITIS B; AND HEPATITIS C); AUTOIMMUNE LIVER DISEASE (INCLUDING PRIMARY BILIARY CIRRHOSIS; AUTOIMMUNE HEPATITIS, SCLEROSING CHOLANGITIS); GENETIC LIVER DISEASES (INCLUDING ALPHA-1-ANTITRYSIN DEFICIENCY, HEMOCHROMOTOSIS, AND WILSON'S DISEASE); DRUG- OR MEDICATION-INDUCED LIVER DISEASE; ALCOHOLIC LIVER DISEASE; NON-ALCOHOLIC FATTY LIVER DISEASE; FATTY LIVER DISEASE; LIVER CANCER; LIVER CYST; LIVER ABSCESS; LIVER FIBROSIS; AND LIVER CIRRHOSIS. INTERVIEWER DO NOT INCLUDE GALLBLADDER DISEASE; GALLSTONES; OR CHOLECYSTITIS.",
MCQ550,Has a doctor or other health professional ever told {you/SP} that {you/s/he} had gallstones?,MCQ_L,Medical Conditions,Questionnaire,Has DR ever said you have gallstones,Has a doctor or other health professional ever told {you/SP} that {you/s/he} had gallstones?,"Both males and females 20 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
MCQ560,Have {you/s/he} ever had gallbladder surgery?,MCQ_L,Medical Conditions,Questionnaire,Ever had gallbladder surgery?,Have {you/s/he} ever had gallbladder surgery?,"Both males and females 20 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
OCD150,"In this part of the survey, I will ask you questions about {your/SP's} work experience. Which of the following {were you/was SP} doing last week?",OCQ_L,Occupation,Questionnaire,Type of work done last week,"In this part of the survey, I will ask you questions about {your/SP's} work experience. Which of the following {were you/was SP} doing last week?","Both males and females 16 YEARS -
			150 YEARS",ordinal,1.0,4.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Working at a job or business,"", ""2"": ""With a job or business but not at work,"", ""3"": ""Looking for work, or"", ""4"": ""Not working at a job or business?""}",,
OCQ180,How many hours did {you/SP} work last week at all jobs or businesses?,OCQ_L,Occupation,Questionnaire,Number of hours worked in the last week,How many hours did {you/SP} work last week at all jobs or businesses?,"Both males and females 16 YEARS -
			150 YEARS",continuous,5.0,80.0,"{""77777"": ""Refused"", ""99999"": ""Don't know"", ""5"": ""1-5 Hours"", ""80"": ""80 Hours or more""}",{},ENTER NUMBER OF HOURS,"Special code(s) ['5', '80'] moved from value_labels to sentinel_values: top-coded, overflow, or zero-means-never values -- treat as NaN in analysis."
OCQ210,{Do you/Does SP} usually work 35 hours or more per week in total at all jobs or businesses?,OCQ_L,Occupation,Questionnaire,Usually work 35 or more hours per week,{Do you/Does SP} usually work 35 hours or more per week in total at all jobs or businesses?,"Both males and females 16 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
OCQ215,How many days per week {do you/does SP} usually work?,OCQ_L,Occupation,Questionnaire,Number of days usually worked per week,How many days per week {do you/does SP} usually work?,"Both males and females 16 YEARS -
			150 YEARS",continuous,1.0,7.0,"{""77"": ""Refused"", ""99"": ""Don't know""}",{},"ENTER NUMBER OF DAYS
CAPI INSTRUCTION: HARD EDIT VALUES LESS THAN 1 AND GREATER THAN 7.",
OCQ383,(SP Interview Version) What is the main reason {you/SP} did not work last week? (Family Interview Version) What is the main reason {you/NON-SP HEAD/NON-SP SPOUSE} did not work last week?,OCQ_L,Occupation,Questionnaire,Main reason did not work last week,(SP Interview Version) What is the main reason {you/SP} did not work last week? (Family Interview Version) What is the main reason {you/NON-SP HEAD/NON-SP SPOUSE} did not work last week?,"Both males and females 16 YEARS -
			150 YEARS",categorical,1.0,7.0,"{""77"": ""Refused"", ""99"": ""Don't know""}","{""1"": ""Taking care of house or family"", ""2"": ""Going to school"", ""3"": ""Retired"", ""4"": ""Unable to work for health reasons/Disabled"", ""5"": ""Can't find work/On layoff"", ""6"": ""Seasonal/Contract work"", ""7"": ""Other""}",,"Reclassified from ordinal to categorical: contains an ""Other"" catch-all code that breaks meaningful numeric ordering."
OHQ620,How often during the last year (have you/ has SP) had painful aching anywhere in (your/his/her/SP's) mouth? Would you say....,OHQ_L,Oral Health,Questionnaire,How often last yr. had aching in mouth?,How often during the last year (have you/ has SP) had painful aching anywhere in (your/his/her/SP's) mouth? Would you say....,"Both males and females 1 YEARS -
			150 YEARS",ordinal,1.0,5.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Very often"", ""2"": ""Fairly often"", ""3"": ""Occasionally"", ""4"": ""Hardly ever, or"", ""5"": ""Never?""}",,
OHQ630,"How often during the last year (have you/ has SP) felt that life in general was less satisfying because of problems with (your/his/her/SP's) teeth, mouth or dentures? Would you say . . .",OHQ_L,Oral Health,Questionnaire,How often felt bad because of mouth?,"How often during the last year (have you/ has SP) felt that life in general was less satisfying because of problems with (your/his/her/SP's) teeth, mouth or dentures? Would you say . . .","Both males and females 20 YEARS -
			150 YEARS",ordinal,1.0,5.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Very often,"", ""2"": ""Fairly often,"", ""3"": ""Occasionally,"", ""4"": ""Hardly ever, or"", ""5"": ""Never?""}",,
OHQ640,"How often during the last year {have you/has SP} had difficulty doing {your/his/her/SP's} usual jobs or attending school because of problems with {your/his/her/SP's} teeth, mouth or dentures?  Would you say. . .",OHQ_L,Oral Health,Questionnaire,Last yr had diff w/ job because of mouth,"How often during the last year {have you/has SP} had difficulty doing {your/his/her/SP's} usual jobs or attending school because of problems with {your/his/her/SP's} teeth, mouth or dentures?  Would you say. . .","Both males and females 20 YEARS -
			150 YEARS",ordinal,1.0,5.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Very often,"", ""2"": ""Fairly often,"", ""3"": ""Occasionally,"", ""4"": ""Hardly ever, or"", ""5"": ""Never?""}",,
OHQ660,"How often during the last year (have you/has SP) avoided particular foods because of problems with (your/his/her/SP's) teeth, mouth or dentures? Would you say . . .",OHQ_L,Oral Health,Questionnaire,Last yr avoid some food because of mouth,"How often during the last year (have you/has SP) avoided particular foods because of problems with (your/his/her/SP's) teeth, mouth or dentures? Would you say . . .","Both males and females 20 YEARS -
			150 YEARS",ordinal,1.0,5.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Very often"", ""2"": ""Fairly often"", ""3"": ""Occasionally"", ""4"": ""Hardly ever, or"", ""5"": ""Never?""}",,
OHQ670,"How often during last year {have you/has SP} found it uncomfortable to eat food because of problems with {your/his/her/SP's} teeth, mouth, or dentures? Would you say . . .",OHQ_L,Oral Health,Questionnaire,Last yr couldn't eat because of mouth,"How often during last year {have you/has SP} found it uncomfortable to eat food because of problems with {your/his/her/SP's} teeth, mouth, or dentures? Would you say . . .","Both males and females 20 YEARS -
			150 YEARS",ordinal,1.0,5.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Very often"", ""2"": ""Fairly often"", ""3"": ""Occasionally"", ""4"": ""Hardly ever, or"", ""5"": ""Never?""}",,
OHQ680,"How often during the last year {have you/has SP} been self-conscious or embarrassed because of  {your/his/her/SP's} teeth, mouth or dentures? Would you say . ..",OHQ_L,Oral Health,Questionnaire,Last yr embarrassed because of mouth,"How often during the last year {have you/has SP} been self-conscious or embarrassed because of  {your/his/her/SP's} teeth, mouth or dentures? Would you say . ..","Both males and females 20 YEARS -
			150 YEARS",ordinal,1.0,5.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Very often"", ""2"": ""Fairly often"", ""3"": ""Occasionally"", ""4"": ""Hardly ever, or"", ""5"": ""Never?""}",,
OHQ845,"The next questions are about {your/SP's} teeth and gums. Overall, how would {you/SP} rate the health of {your/his/her/SP's} teeth and gums? Would you say . . .",OHQ_L,Oral Health,Questionnaire,Rate the health of your teeth and gums,"The next questions are about {your/SP's} teeth and gums. Overall, how would {you/SP} rate the health of {your/his/her/SP's} teeth and gums? Would you say . . .","Both males and females 1 YEARS -
			150 YEARS",ordinal,1.0,5.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Excellent,"", ""2"": ""Very good,"", ""3"": ""Good,"", ""4"": ""Fair, or"", ""5"": ""Poor?""}",,
OSQ230,"The following question is about metal objects you may have inside your body.  Do you have any artificial joints, pins, plates, metal suture material, or other types of metal objects in your body? Some common examples are on the hand card.",MCQ_L,Medical Conditions,Questionnaire,Any metal objects inside your body?,"The following question is about metal objects you may have inside your body.  Do you have any artificial joints, pins, plates, metal suture material, or other types of metal objects in your body? Some common examples are on the hand card.","Both males and females 40 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}","INTERVIEWER INSTRUCTION: Do not include piercings, crowns, dental braces or retainers, shrapnel, or bullets. The metal object should NOT be visible on the outside of the body or in the mouth.
HAND CARD OSQ3",
PAD680,"The following question is about sitting at school, at home, getting to and from places, or with friends including time spent sitting at a desk, traveling in a car or bus, reading, playing cards, watching television, or using a computer. Do not include time spent sleeping. How much time {do you/does SP} usually spend sitting on a typical day?",PAQ_L,Physical Activity,Questionnaire,Minutes sedentary activity,"The following question is about sitting at school, at home, getting to and from places, or with friends including time spent sitting at a desk, traveling in a car or bus, reading, playing cards, watching television, or using a computer. Do not include time spent sleeping. How much time {do you/does SP} usually spend sitting on a typical day?","Both males and females 18 YEARS -
			150 YEARS",continuous,0.0,1380.0,"{""7777"": ""Refused"", ""9999"": ""Don't know""}",{},"ENTER NUMBER OF MINUTES OR HOURS.
SOFT EDIT: 18 HOURS OR MORE. ERROR MESSAGE: PLEASE VERIFY TIMES OF 18 HOURS OR MORE.
HARD EDIT: 24 HOURS OR MORE. ERROR MESSAGE: THE TIME SHOULD BE LESS THAN 24 HOURS.",
PAD790Q,"The next questions are about physical activities such as exercise, sports, or physically active hobbies that you may do in your leisure time. We are interested in two types of physical activity: moderate and vigorous-intensity. Moderate-intensity activities cause moderate increases in breathing or heart rate whereas vigorous-intensity activities cause large increases in breathing or heart rate.  How often {do you/does SP} do moderate-intensity leisure-time physical activities?",PAQ_L,Physical Activity,Questionnaire,Frequency of moderate LTPA,"The next questions are about physical activities such as exercise, sports, or physically active hobbies that you may do in your leisure time. We are interested in two types of physical activity: moderate and vigorous-intensity. Moderate-intensity activities cause moderate increases in breathing or heart rate whereas vigorous-intensity activities cause large increases in breathing or heart rate.  How often {do you/does SP} do moderate-intensity leisure-time physical activities?","Both males and females 18 YEARS -
			150 YEARS",continuous,0.0,180.0,"{""7777"": ""Refused"", ""9999"": ""Don't know""}",{},"ENTER NUMBER OF TIMES (PER DAY, WEEK, MONTH, OR YEAR)
CAPI INSTRUCTIONS:
SOFT EDIT:  > 4 PER DAY, > 28 PER WEEK, >31 PER MONTH, OR > 365 PER YEAR.  
ERROR MESSAGE:  PLEASE VERIFY THE QUANTITY AND UNIT.",
PAD790U,"The next questions are about physical activities such as exercise, sports, or physically active hobbies that you may do in your leisure time. We are interested in two types of physical activity: moderate and vigorous-intensity. Moderate-intensity activities cause moderate increases in breathing or heart rate whereas vigorous-intensity activities cause large increases in breathing or heart rate.  How often {do you/does SP} do moderate-intensity leisure-time physical activities?",PAQ_L,Physical Activity,Questionnaire,Moderate LTPA unit (day/week/month/year),"The next questions are about physical activities such as exercise, sports, or physically active hobbies that you may do in your leisure time. We are interested in two types of physical activity: moderate and vigorous-intensity. Moderate-intensity activities cause moderate increases in breathing or heart rate whereas vigorous-intensity activities cause large increases in breathing or heart rate.  How often {do you/does SP} do moderate-intensity leisure-time physical activities?","Both males and females 18 YEARS -
			150 YEARS",ordinal,,,{},"{""D"": ""Day"", ""M"": ""Month"", ""W"": ""Week"", ""Y"": ""Year"", ""< blank >"": ""Missing""}","ENTER UNIT
CAPI INSTRUCTIONS:
SOFT EDIT:  > 4 PER DAY, > 28 PER WEEK, >31 PER MONTH, OR > 365 PER YEAR.  
ERROR MESSAGE:  PLEASE VERIFY THE QUANTITY AND UNIT.",
PAD800,About how long {do you/does SP} do these moderate leisure-time physical activities each time?,PAQ_L,Physical Activity,Questionnaire,Minutes moderate LTPA,About how long {do you/does SP} do these moderate leisure-time physical activities each time?,"Both males and females 18 YEARS -
			150 YEARS",continuous,1.0,720.0,"{""7777"": ""Refused"", ""9999"": ""Don't know""}",{},"ENTER NUMBER OF MINUTES OR HOURS
PROBE IF NEEDED: Moderate-intensity activities cause moderate increases in breathing or heart rate.
CAPI INSTRUCTIONS:
SOFT EDIT:  > 120 MINUTES OR 2 HOURS.  
ERROR MESSAGE:  YOU HAVE RECORDED THAT THE SP SPENDS MORE THAN 120 MINUTES OR 2 HOURS EACH TIME DOING MODERATE-INTENSITY LEISURE-TIME ACTIVITIES.  PLEASE CONFIRM WITH SP THAT OVER 120 MINUTES OR 2 HOURS IS CORRECT.
HARD EDIT: 0 MINUTES OR HOURS
HARD EDIT:  24 HOURS OR MORE.
ERROR MESSAGE: THE TIME SHOULD BE LESS THAN 24 HOURS.",
PAD810Q,How often {do you/does SP} do vigorous-intensity leisure-time physical activities?,PAQ_L,Physical Activity,Questionnaire,Frequency of vigorous LTPA,How often {do you/does SP} do vigorous-intensity leisure-time physical activities?,"Both males and females 18 YEARS -
			150 YEARS",continuous,0.0,200.0,"{""7777"": ""Refused"", ""9999"": ""Don't know""}",{},"ENTER NUMBER OF TIMES (PER DAY, WEEK, MONTH, OR YEAR)
CAPI INSTRUCTIONS:
SOFT EDIT:  > 4 PER DAY, > 28 PER WEEK, >31 PER MONTH, OR > 365 PER YEAR  .  
ERROR MESSAGE:  PLEASE VERIFY THE QUANTITY AND UNIT.",
PAD810U,How often {do you/does SP} do vigorous-intensity leisure-time physical activities?,PAQ_L,Physical Activity,Questionnaire,Vigorous LTPA unit (day/week/month/year),How often {do you/does SP} do vigorous-intensity leisure-time physical activities?,"Both males and females 18 YEARS -
			150 YEARS",ordinal,,,{},"{""D"": ""Day"", ""M"": ""Month"", ""W"": ""Week"", ""Y"": ""Year"", ""< blank >"": ""Missing""}","ENTER UNIT
CAPI INSTRUCTIONS:
SOFT EDIT:  > 4 PER DAY, > 28 PER WEEK, >31 PER MONTH, OR > 365 PER YEAR  .  
ERROR MESSAGE:  PLEASE VERIFY THE QUANTITY AND UNIT.",
PAD820,About how long {do you/does SP} do these vigorous leisure-time physical activities each time?,PAQ_L,Physical Activity,Questionnaire,Minutes vigorous LTPA,About how long {do you/does SP} do these vigorous leisure-time physical activities each time?,"Both males and females 18 YEARS -
			150 YEARS",continuous,1.0,900.0,"{""7777"": ""Refused"", ""9999"": ""Don't know""}",{},"ENTER NUMBER OF MINUTES OR HOURS
PROBE IF NEEDED: Vigorous-intensity activities cause large increases in breathing or heart rate.
CAPI INSTRUCTIONS:
SOFT EDIT:  > 120 MINUTES OR 2 HOURS.
ERROR MESSAGE:  YOU HAVE RECORDED THAT THE SP SPENDS MORE THAN 120 MINUTES OR 2 HOURS EACH TIME DOING VIGOROUS-INTENSITY LEISURE-TIME ACTIVITIES.  PLEASE CONFIRM WITH SP THAT OVER 120 MINUTES OR 2 HOURS IS CORRECT.
HARD EDIT: 0 MINUTES OR HOURS.
HARD EDIT:  24 HOURS OR MORE.
ERROR MESSAGE: THE TIME SHOULD BE LESS THAN 24 HOURS.",
PAQ706,"I'd like to ask you some questions about {your/SP's} activities. During the past 7 days, on how many days {were you/was SP} physically active for a total of at least 60 minutes per day? Add up all the time {you/he/she} spent in any kind of physical activity that increased {your/his/her} heart rate and made {you/him/her} breathe hard some of the time.",PAQY_L,Physical Activity - Youth,Questionnaire,Days physically active at least 60 min.,"I'd like to ask you some questions about {your/SP's} activities. During the past 7 days, on how many days {were you/was SP} physically active for a total of at least 60 minutes per day? Add up all the time {you/he/she} spent in any kind of physical activity that increased {your/his/her} heart rate and made {you/him/her} breathe hard some of the time.","Both males and females 2 YEARS -
			17 YEARS",ordinal,0.0,7.0,"{""77"": ""Refused"", ""99"": ""Don't know""}","{""0"": ""0 days"", ""1"": ""1 day"", ""2"": ""2 days"", ""3"": ""3 days"", ""4"": ""4 days"", ""5"": ""5 days"", ""6"": ""6 days"", ""7"": ""7 days""}",,
PAQ711,"On a typical day during the school year, about how many hours {do you/does SP} usually spend playing with a smartphone or computer, watching TV or movies, or playing video games?",PAQY_L,Physical Activity - Youth,Questionnaire,Hours per day TV/ videos watched?,"On a typical day during the school year, about how many hours {do you/does SP} usually spend playing with a smartphone or computer, watching TV or movies, or playing video games?","Both males and females 2 YEARS -
			17 YEARS",continuous,0.0,9.0,"{""77"": ""Refused"", ""99"": ""Don't know"", ""9"": ""9 or more hours""}",{},"ENTER NUMBER OF HOURS
SOFT EDIT: 18 HOURS OR MORE.
ERROR MESSAGE: PLEASE VERIFY TIMES OF 18 HOURS OR MORE.
HARD EDIT: 24 HOURS OR MORE.
ERROR MESSAGE: THE TIME SHOULD BE LESS THAN 24 HOURS.","Special code(s) ['9'] moved from value_labels to sentinel_values: top-coded, overflow, or zero-means-never values -- treat as NaN in analysis."
PUQ100,"In the past 7 days, were any chemical products used in {your/his/her} home to control fleas, roaches, ants, termites, or other insects?",PUQMEC_L,Pesticide Use,Questionnaire,Products used in home to control insects,"In the past 7 days, were any chemical products used in {your/his/her} home to control fleas, roaches, ants, termites, or other insects?","Both males and females 6 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}","CAPI INSTRUCTION:  IF SP 6-17 YEARS, DISPLAY THE FOLLOWING INTERVIEWER INSTRUCTION:  ""THIS ITEM IS COLLECTED VIA PROXY FOR SPS 6-17.  LOOK UP THE PROXY RESPONSE IN THE PUQ REPORT AND ENTER IT IN PUQ100""",
PUQ110,"In the past 7 days, were any chemical products used in {your/his/her} lawn or garden to kill weeds?",PUQMEC_L,Pesticide Use,Questionnaire,Products used to kill weeds?,"In the past 7 days, were any chemical products used in {your/his/her} lawn or garden to kill weeds?","Both males and females 6 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}","CODE ""NO"" IF THE RESPONDENT SAYS S/HE DOES NOT HAVE A LAWN OR GARDEN. CAPI INSTRUCTION: IF SP 6-17 YEARS, DISPLAY THE FOLLOWING INTERVIEWER INSTRUCTION:  ""THIS ITEM IS COLLECTED VIA PROXY FOR SPS 6-17. LOOK UP THE PROXY RESPONSE IN THE PUQ REPORT AND ENTER IT IN PUQ110.""",
RHD043,What is the reason that {you have/SP has} not had a period in the past 12 months?,RHQ_L,Reproductive Health,Questionnaire,Reason not having regular periods,What is the reason that {you have/SP has} not had a period in the past 12 months?,"Females only 20 YEARS -
			150 YEARS",categorical,1.0,9.0,"{""77"": ""Refused"", ""99"": ""Don't know""}","{""1"": ""Pregnancy"", ""2"": ""Breast feeding"", ""3"": ""Hysterectomy"", ""7"": ""Menopause/Change of life"", ""9"": ""Other""}",,"Reclassified from ordinal to categorical: contains an ""Other"" catch-all code that breaks meaningful numeric ordering."
RHD143,{Are you/Is SP} pregnant now?,RHQ_L,Reproductive Health,Questionnaire,Are you pregnant now?,{Are you/Is SP} pregnant now?,"Females only 20 YEARS -
			44 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
RHD167,How many deliveries {have you/has SP} had?  (Please count all vaginal and Cesarean deliveries and count stillbirths as well as live births.),RHQ_L,Reproductive Health,Questionnaire,Total number of deliveries,How many deliveries {have you/has SP} had?  (Please count all vaginal and Cesarean deliveries and count stillbirths as well as live births.),"Females only 20 YEARS -
			59 YEARS",continuous,0.0,5.0,"{""77"": ""Refused"", ""99"": ""Don't know"", ""5"": ""5 or more""}",{},"COUNT THE NUMBER OF DELIVERIES, NOT THE NUMBER OF LIVE-BORN CHILDREN. FOR EXAMPLE, IF SP DELIVERED TWINS OR HAD ANY OTHER MULTIPLE BIRTH, COUNT AS A SINGLE DELIVERY.","Special code(s) ['5'] moved from value_labels to sentinel_values: top-coded, overflow, or zero-means-never values -- treat as NaN in analysis."
RHD280,"{Have you/Has SP} had a hysterectomy that is, surgery to remove {your/her} uterus or womb?",RHQ_L,Reproductive Health,Questionnaire,Had a hysterectomy?,"{Have you/Has SP} had a hysterectomy that is, surgery to remove {your/her} uterus or womb?","Females only 20 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
RHQ010,The next series of questions are about {your/SP's} reproductive history.  I will begin by asking about {your/SP's} periods or menstrual cycles.  How old {were you/was SP} when {you/SP} had {your/her} first menstrual period?,RHQ_L,Reproductive Health,Questionnaire,Age when first menstrual period occurred,The next series of questions are about {your/SP's} reproductive history.  I will begin by asking about {your/SP's} periods or menstrual cycles.  How old {were you/was SP} when {you/SP} had {your/her} first menstrual period?,"Females only 12 YEARS -
			150 YEARS",continuous,0.0,20.0,"{""777"": ""Refused"", ""999"": ""Don't know"", ""0"": ""Hasn't started yet"", ""20"": ""20 years or older""}",{},"CODE ""0"" IF HAVEN'T STARTED YET.  CAPI INSTRUCTION: SOFT EDIT VALUES: 8-25 YEARS.  HARD EDIT VALUES:  AGE OF 1ST PERIOD CANNOT BE GREATER THAN CURRENT AGE.  ENTER AGE IN YEARS.","Special code(s) ['0', '20'] moved from value_labels to sentinel_values: top-coded, overflow, or zero-means-never values -- treat as NaN in analysis."
RHQ031,"{Have you/Has SP} had at least one menstrual period in the past 12 months? (Please do not include bleedings caused by medical conditions, hormone therapy, or surgeries.)",RHQ_L,Reproductive Health,Questionnaire,Had regular periods in past 12 months,"{Have you/Has SP} had at least one menstrual period in the past 12 months? (Please do not include bleedings caused by medical conditions, hormone therapy, or surgeries.)","Females only 12 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
RHQ060,About how old {were you/was SP} when {you/SP} had {your/her} last menstrual period?,RHQ_L,Reproductive Health,Questionnaire,Age at last menstrual period,About how old {were you/was SP} when {you/SP} had {your/her} last menstrual period?,"Females only 12 YEARS -
			150 YEARS",continuous,19.0,60.0,"{""777"": ""Refused"", ""999"": ""Don't know"", ""19"": ""19 years or under"", ""60"": ""60 years or older""}",{},ENTER AGE IN YEARS.,"Special code(s) ['19', '60'] moved from value_labels to sentinel_values: top-coded, overflow, or zero-means-never values -- treat as NaN in analysis."
RHQ078,"{Have you/Has SP} ever been treated for an infection in {your/her} fallopian tubes, uterus or ovaries, also called a pelvic infection, pelvic inflammatory disease, or PID?",RHQ_L,Reproductive Health,Questionnaire,Ever treated for a pelvic infection/PID?,"{Have you/Has SP} ever been treated for an infection in {your/her} fallopian tubes, uterus or ovaries, also called a pelvic infection, pelvic inflammatory disease, or PID?","Females only 18 YEARS -
			59 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
RHQ131,"The next questions are about {your/SP's} pregnancy history. {Have you/Has SP ever been pregnant? Please include (current pregnancy,) live births, miscarriages, stillbirths, tubal pregnancies and abortions.",RHQ_L,Reproductive Health,Questionnaire,Ever been pregnant?,"The next questions are about {your/SP's} pregnancy history. {Have you/Has SP ever been pregnant? Please include (current pregnancy,) live births, miscarriages, stillbirths, tubal pregnancies and abortions.","Females only 20 YEARS -
			59 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
RHQ200,{Are you/Is SP} now breast feeding a child?,RHQ_L,Reproductive Health,Questionnaire,Now breastfeeding a child?,{Are you/Is SP} now breast feeding a child?,"Females only 20 YEARS -
			44 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
